,CreditScore,Geography,NumOfProducts,IsActiveMember,vader_lexicon_score,age_category
2997,655,0,1,1,0,1
2998,751,0,2,0,0,3
2999,525,0,1,1,0,2
3000,532,0,2,1,0,2
3001,696,2,2,1,0,3
3002,786,1,2,0,0,1
3003,580,0,1,1,0,4
3004,596,1,2,1,0,3
3005,683,0,2,0,0,2
3006,747,0,1,0,0,3
3007,602,0,1,1,0,2
3008,779,0,1,1,0,4
3009,551,0,2,1,0,1
3010,666,0,1,0,0,3
3011,526,2,1,0,0,1
3012,849,0,1,0,0,3
3013,471,0,2,0,0,1
3014,628,2,1,0,0,3
3015,674,1,2,0,0,3
3016,797,0,1,1,0,1
3017,590,2,2,0,0,1
3018,588,0,1,0,0,1
3019,577,0,2,1,0,1
3020,571,0,2,0,0,2
3021,680,0,1,1,0,2
3022,648,2,2,1,0,1
3023,618,0,1,0,0,2
3024,648,1,1,1,0,3
3025,759,0,2,1,0,2
3026,585,0,2,0,0,2
3027,774,0,1,0,0,3
3028,697,1,2,1,0,3
3029,605,2,2,0,0,2
3030,676,0,1,0,0,1
3031,678,0,1,1,0,1
3032,495,2,3,0,0,3
3033,787,0,2,1,0,4
3034,770,0,1,1,0,2
3035,817,1,1,0,0,3
3036,659,0,2,0,0,3
3037,693,0,2,1,0,1
3038,744,0,2,0,0,3
3039,829,2,2,1,0,1
3040,716,0,2,0,0,2
3041,671,0,2,1,0,2
3042,835,1,2,0,0,1
3043,636,0,1,0,0,2
3044,649,2,1,1,0,1
3045,621,1,1,1,0,1
3046,658,1,1,1,0,1
3047,784,2,2,1,0,3
3048,783,2,1,0,0,2
3049,615,0,2,1,0,1
3050,791,0,2,1,0,3
3051,762,0,1,1,0,4
3052,607,0,2,1,0,2
3053,601,0,2,0,0,2
3054,540,2,1,1,0,4
3055,812,0,2,0,0,3
3056,685,0,1,1,0,4
3057,680,0,1,0,0,2
3058,680,2,2,1,0,4
3059,631,0,2,0,0,2
3060,569,0,2,1,0,3
3061,584,1,2,1,0,2
3062,582,0,3,1,0,2
3063,609,0,1,1,0,1
3064,506,2,2,0,0,2
3065,503,0,1,1,0,3
3066,503,0,2,0,0,1
3067,806,1,1,0,0,1
3068,653,0,1,1,0,1
3069,666,0,2,1,0,3
3070,674,2,2,0,0,1
3071,798,0,2,1,0,1
3072,740,0,1,0,0,1
3073,531,1,2,1,0,1
3074,614,1,1,0,0,3
3075,556,0,2,1,0,2
3076,678,1,2,1,0,3
3077,587,1,1,0,0,2
3078,527,2,2,1,0,2
3079,757,1,2,0,0,2
3080,468,2,2,0,0,1
3081,693,0,1,0,0,1
3082,483,0,1,0,0,3
3083,466,0,1,0,0,2
3084,770,0,2,0,0,1
3085,734,0,1,0,0,4
3086,716,0,2,1,0,1
3087,439,0,2,1,0,2
3088,538,1,1,1,0,1
3089,743,0,1,0,0,2
3090,734,2,2,1,0,3
3091,656,0,2,1,0,2
3092,666,0,1,0,0,1
3093,627,2,1,1,0,3
3094,480,1,2,0,0,1
3095,792,0,1,0,0,1
3096,613,1,1,0,0,4
3097,476,1,1,0,0,1
3098,539,0,2,1,0,1
3099,696,2,1,1,0,4
3100,810,1,2,1,0,2
3101,763,1,1,0,0,1
3102,640,0,2,0,0,1
3103,655,0,2,0,0,3
3104,526,1,1,0,0,1
3105,678,0,2,1,0,1
3106,554,0,2,1,0,3
3107,597,2,1,1,0,1
3108,560,2,2,1,0,1
3109,850,1,1,0,0,3
3110,546,1,2,1,0,4
3111,623,1,2,0,0,3
3112,698,0,3,0,0,2
3113,620,0,2,1,0,1
3114,619,0,1,1,0,2
3115,561,0,1,1,0,1
3116,753,0,1,1,0,2
3117,721,2,1,0,0,3
3118,451,0,2,0,0,2
3119,680,1,1,0,0,4
3120,590,2,2,0,0,1
3121,634,1,1,0,0,1
3122,676,0,1,0,0,1
3123,642,0,2,0,0,1
3124,760,0,1,0,0,2
3125,736,2,1,1,0,1
3126,656,0,1,0,0,3
3127,776,1,1,0,0,2
3128,832,2,2,1,0,2
3129,631,1,2,1,0,2
3130,795,2,1,0,0,4
3131,648,1,2,1,0,2
3132,615,0,1,1,0,2
3133,682,0,1,0,0,1
3134,694,0,1,0,0,2
3135,694,0,1,1,0,2
3136,607,0,2,1,0,3
3137,664,0,1,0,0,3
3138,756,0,1,1,0,4
3139,645,0,1,1,0,2
3140,653,2,2,0,0,1
3141,710,1,2,0,0,1
3142,697,0,2,1,0,4
3143,619,1,2,0,0,3
3144,648,2,1,1,0,4
3145,482,1,1,0,0,3
3146,548,0,2,1,0,1
3147,752,2,1,0,0,3
3148,648,0,2,1,0,2
3149,643,2,1,0,0,2
3150,573,1,2,1,0,2
3151,686,0,1,0,0,2
3152,644,0,4,0,0,2
3153,702,0,1,1,0,1
3154,652,0,2,1,0,4
3155,641,2,2,1,0,1
3156,692,1,1,0,0,3
3157,574,2,2,0,0,2
3158,643,0,1,0,0,1
3159,834,0,1,0,0,1
3160,591,0,2,1,0,1
3161,470,2,2,1,0,2
3162,608,2,1,1,0,2
3163,649,1,1,1,0,2
3164,665,0,2,0,0,2
3165,651,0,1,0,0,2
3166,555,1,1,1,0,4
3167,637,0,2,1,0,3
3168,675,0,1,1,0,3
3169,677,2,2,0,0,2
3170,850,1,1,0,0,2
3171,815,0,3,1,0,4
3172,665,1,1,0,0,1
3173,485,0,2,0,0,1
3174,577,2,2,1,0,3
3175,586,0,3,0,0,2
3176,722,1,2,0,0,1
3177,528,0,2,1,0,1
3178,542,0,2,1,0,2
3179,552,0,2,1,0,2
3180,678,0,1,0,0,4
3181,575,2,1,0,0,2
3182,669,0,1,1,0,3
3183,636,0,2,0,0,3
3184,667,1,1,1,0,4
3185,652,1,1,1,0,3
3186,637,1,2,1,0,2
3187,516,2,1,1,0,3
3188,801,0,1,1,0,1
3189,692,0,2,0,0,3
3190,585,0,1,1,0,1
3191,590,0,2,0,0,1
3192,554,2,2,1,0,4
3193,659,0,1,0,0,3
3194,690,0,1,0,0,1
3195,697,1,1,0,0,1
3196,610,0,2,0,0,2
3197,599,2,2,0,0,2
3198,544,0,1,0,0,1
3199,548,0,1,1,0,3
3200,635,2,1,1,0,1
3201,722,0,2,0,0,1
3202,564,0,1,0,0,2
3203,719,0,2,1,0,4
3204,547,1,3,1,0,3
3205,850,0,1,0,0,3
3206,515,1,1,0,0,4
3207,667,2,1,1,0,4
3208,607,1,1,0,0,2
3209,525,0,1,1,0,1
3210,606,2,1,1,0,4
3211,686,1,2,0,0,1
3212,611,0,1,1,0,2
3213,827,2,1,1,0,3
3214,572,0,1,0,0,2
3215,726,0,2,0,0,1
3216,579,1,1,1,0,1
3217,598,2,1,1,0,4
3218,663,0,2,0,0,2
3219,505,1,2,1,0,2
3220,576,1,2,0,0,1
3221,555,2,2,1,0,1
3222,524,0,2,0,0,1
3223,776,2,1,0,0,2
3224,645,1,1,0,0,3
3225,850,1,1,0,0,1
3226,603,1,2,1,0,2
3227,691,0,1,0,0,1
3228,583,0,2,1,0,1
3229,584,0,1,0,0,4
3230,679,0,2,1,0,2
3231,646,0,1,0,0,2
3232,559,0,2,1,0,2
3233,595,2,1,1,0,2
3234,527,0,1,0,0,3
3235,684,2,2,1,0,2
3236,673,2,1,1,0,1
3237,802,2,2,1,0,2
3238,675,0,1,0,0,4
3239,762,2,2,0,0,1
3240,580,0,1,0,0,3
3241,621,1,1,1,0,1
3242,411,0,1,0,0,2
3243,815,0,1,1,0,1
3244,631,1,2,1,0,1
3245,514,1,1,1,0,3
3246,638,0,1,0,0,4
3247,791,2,1,0,0,1
3248,516,0,1,0,0,2
3249,734,0,1,1,0,2
3250,611,0,2,1,0,4
3251,850,1,3,0,0,3
3252,641,0,1,0,0,1
3253,585,0,1,1,0,2
3254,552,1,1,0,0,3
3255,507,0,2,0,0,1
3256,735,2,2,0,0,2
3257,707,0,1,1,0,4
3258,698,1,1,1,0,2
3259,841,0,2,0,0,1
3260,688,2,1,0,0,2
3261,614,0,2,1,0,4
3262,511,1,1,0,0,3
3263,447,0,2,0,0,3
3264,738,0,2,0,0,2
3265,422,0,2,0,0,2
3266,537,2,1,1,0,1
3267,707,1,1,0,0,2
3268,690,0,1,0,0,4
3269,664,1,2,0,0,2
3270,850,0,1,0,0,2
3271,584,2,1,0,0,1
3272,728,0,1,1,0,4
3273,560,2,2,0,0,3
3274,629,0,1,1,0,1
3275,658,0,2,1,0,1
3276,794,1,1,1,0,4
3277,790,0,1,0,0,3
3278,640,0,1,0,0,3
3279,652,2,2,0,0,2
3280,583,0,1,1,0,4
3281,775,0,2,1,0,1
3282,584,0,1,1,0,2
3283,635,1,2,0,0,3
3284,814,0,1,1,0,3
3285,735,1,1,0,0,3
3286,678,0,2,1,0,1
3287,693,0,2,1,0,2
3288,640,0,1,1,0,1
3289,773,2,2,0,0,1
3290,736,0,2,0,0,1
3291,693,0,2,1,0,1
3292,496,0,2,0,0,3
3293,751,0,2,1,0,2
3294,528,1,1,1,0,2
3295,754,2,1,0,0,1
3296,568,1,2,0,0,1
3297,592,2,1,0,0,3
3298,558,1,2,0,0,1
3299,825,0,2,1,0,2
3300,677,1,2,0,0,1
3301,653,0,1,1,0,2
3302,593,2,1,1,0,2
3303,632,0,1,1,0,3
3304,601,1,1,0,0,2
3305,786,0,1,1,0,4
3306,654,0,2,0,0,2
3307,572,0,2,1,0,2
3308,813,0,2,1,0,4
3309,523,0,1,1,0,1
3310,506,2,2,0,0,3
3311,513,2,1,1,0,4
3312,664,0,1,0,0,1
3313,684,0,2,1,0,4
3314,608,2,2,1,0,4
3315,527,0,2,1,0,1
3316,666,0,1,0,0,4
3317,779,0,2,1,0,4
3318,629,0,2,1,0,2
3319,430,0,1,0,0,2
3320,712,0,1,1,0,1
3321,682,0,2,1,0,1
3322,634,0,1,1,0,3
3323,487,2,2,0,0,1
3324,808,2,1,1,0,3
3325,527,0,2,1,0,1
3326,637,1,1,1,0,3
3327,802,2,2,1,0,2
3328,529,0,1,0,0,2
3329,850,0,2,0,0,3
3330,738,0,2,1,0,1
3331,817,0,1,0,0,2
3332,735,0,1,0,0,1
3333,619,1,1,0,0,3
3334,671,0,2,0,0,1
3335,581,2,2,0,0,1
3336,690,2,2,0,0,2
3337,579,2,1,0,0,4
3338,688,2,2,1,0,1
3339,599,2,2,0,0,1
3340,729,1,1,1,0,1
3341,718,0,1,1,0,1
3342,712,1,2,1,0,4
3343,474,0,1,0,0,2
3344,565,1,2,0,0,2
3345,658,0,1,0,0,1
3346,714,0,1,1,0,4
3347,725,0,1,0,0,3
3348,825,0,1,0,0,2
3349,665,1,2,0,0,3
3350,670,2,2,1,0,2
3351,474,1,1,0,0,2
3352,591,0,2,1,0,2
3353,508,0,2,1,0,1
3354,695,0,2,1,0,2
3355,660,1,1,1,0,1
3356,687,1,2,1,0,3
3357,658,1,2,1,0,1
3358,705,1,1,0,0,2
3359,739,2,1,1,0,4
3360,844,0,1,1,0,2
3361,602,1,2,0,0,3
3362,759,0,2,0,0,2
3363,747,1,1,0,0,2
3364,673,0,2,0,0,3
3365,671,2,4,1,0,2
3366,640,1,1,1,0,4
3367,581,1,1,1,0,2
3368,630,0,2,1,0,4
3369,703,0,1,1,0,2
3370,698,2,1,0,0,3
3371,742,1,1,1,0,3
3372,652,0,1,1,0,2
3373,644,0,2,0,0,2
3374,735,2,1,1,0,4
3375,777,0,1,1,0,4
3376,644,1,2,1,0,2
3377,665,1,1,1,0,2
3378,529,1,1,1,0,4
3379,803,2,2,1,0,3
3380,604,2,2,0,0,1
3381,738,0,1,0,0,3
3382,655,1,2,1,0,4
3383,698,1,2,1,0,2
3384,775,0,2,1,0,4
3385,735,0,1,1,0,3
3386,766,2,2,0,0,3
3387,537,1,1,1,0,4
3388,599,1,1,1,0,1
3389,420,2,1,0,0,4
3390,674,0,1,1,0,1
3391,570,0,2,0,0,3
3392,623,1,1,1,0,2
3393,710,0,2,1,0,1
3394,466,0,2,1,0,1
3395,759,0,1,0,0,1
3396,581,0,2,1,0,4
3397,820,0,2,0,0,2
3398,759,0,2,1,0,3
3399,628,0,1,0,0,1
3400,676,0,1,1,0,1
3401,591,0,1,0,0,2
3402,690,0,1,1,0,1
3403,624,0,2,1,0,4
3404,573,0,1,0,0,1
3405,694,0,1,1,0,4
3406,632,2,1,0,0,1
3407,632,0,2,0,0,2
3408,832,1,2,1,0,2
3409,598,1,1,0,0,3
3410,430,1,2,0,0,2
3411,711,0,1,0,0,2
3412,582,1,1,1,0,1
3413,605,0,2,0,0,2
3414,657,0,2,1,0,2
3415,578,2,1,0,0,2
3416,532,0,2,0,0,2
3417,612,0,1,0,0,3
3418,792,0,2,0,0,3
3419,674,0,2,1,0,1
3420,680,0,2,1,0,1
3421,593,0,1,0,0,2
3422,679,1,2,1,0,2
3423,493,2,1,1,0,1
3424,688,2,2,0,0,3
3425,769,1,2,1,0,3
3426,581,2,2,0,0,3
3427,465,0,1,0,0,3
3428,641,0,2,0,0,2
3429,731,1,1,0,0,3
3430,625,0,2,1,0,2
3431,468,0,1,0,0,2
3432,790,0,1,0,0,1
3433,587,1,1,0,0,2
3434,692,0,1,1,0,4
3435,676,1,1,1,0,2
3436,571,0,1,1,0,3
3437,700,0,1,0,0,1
3438,445,0,2,1,0,1
3439,746,0,1,1,0,2
3440,722,0,1,1,0,3
3441,596,0,2,1,0,2
3442,850,1,1,1,0,1
3443,597,2,2,0,0,3
3444,436,2,2,1,0,3
3445,660,1,2,0,0,1
3446,649,0,2,1,0,2
3447,646,1,1,0,0,1
3448,560,2,1,0,0,1
3449,710,1,1,1,0,3
3450,513,0,1,0,0,2
3451,607,0,2,0,0,1
3452,757,0,1,1,0,4
3453,619,1,2,0,0,2
3454,612,0,1,1,0,1
3455,842,0,2,1,0,1
3456,713,0,1,0,0,2
3457,657,2,2,0,0,2
3458,770,0,2,0,0,2
3459,773,0,2,1,0,2
3460,470,1,2,0,0,2
3461,781,2,1,0,0,2
3462,428,0,1,1,0,4
3463,600,1,1,0,0,3
3464,697,2,1,0,0,2
3465,692,1,2,0,0,3
3466,791,0,1,0,0,1
3467,538,1,2,1,0,3
3468,820,0,2,1,0,3
3469,679,2,1,1,0,1
3470,649,0,2,1,0,2
3471,632,0,1,1,0,1
3472,594,0,2,1,0,2
3473,682,0,1,1,0,3
3474,720,2,1,0,0,2
3475,769,0,2,1,0,1
3476,746,2,1,0,0,1
3477,623,2,1,1,0,2
3478,537,0,1,0,0,1
3479,468,0,1,0,0,3
3480,588,1,1,0,0,1
3481,729,2,2,1,0,2
3482,543,2,2,1,0,2
3483,499,2,2,1,0,2
3484,784,1,2,1,0,1
3485,604,0,1,0,0,2
3486,614,2,1,0,0,1
3487,671,0,1,1,0,1
3488,587,2,1,0,0,2
3489,593,2,2,0,0,3
3490,453,0,1,0,0,1
3491,570,1,1,0,0,2
3492,655,0,1,1,0,3
3493,632,2,2,0,0,3
3494,681,0,1,1,0,2
3495,591,1,1,0,0,3
3496,779,0,2,1,0,1
3497,456,0,2,0,0,4
3498,686,0,2,1,0,3
3499,617,0,2,1,0,4
3500,850,0,1,0,0,1
3501,646,1,2,0,0,1
3502,735,1,1,0,0,3
3503,543,0,1,0,0,2
3504,490,0,1,1,0,2
3505,640,0,1,1,0,3
3506,445,2,2,1,0,3
3507,761,0,1,1,0,2
3508,426,0,2,1,0,2
3509,777,0,1,1,0,2
3510,534,0,2,0,0,2
3511,777,0,1,1,0,3
3512,806,2,2,1,0,1
3513,790,0,1,0,0,2
3514,643,2,1,0,0,1
3515,584,2,2,1,0,2
3516,638,0,2,1,0,2
3517,771,2,2,0,0,1
3518,600,0,2,0,0,2
3519,661,2,1,0,0,3
3520,554,0,2,0,0,3
3521,627,2,1,1,0,3
3522,659,0,2,1,0,2
3523,835,0,1,0,0,2
3524,763,0,2,1,0,2
3525,625,1,2,0,0,1
3526,799,0,2,0,0,1
3527,849,0,1,1,0,4
3528,692,0,1,1,0,1
3529,623,0,2,0,0,1
3530,453,2,3,0,0,3
3531,408,0,1,0,0,4
3532,778,1,2,1,0,2
3533,695,0,1,1,0,3
3534,677,1,2,1,0,3
3535,662,2,1,1,0,2
3536,534,0,1,1,0,1
3537,602,0,2,1,0,4
3538,554,1,1,0,0,3
3539,667,0,1,0,0,3
3540,672,0,1,0,0,3
3541,838,2,1,1,0,4
3542,692,2,1,1,0,2
3543,675,0,1,1,0,3
3544,731,2,1,0,0,2
3545,468,0,1,0,0,1
3546,542,2,1,0,0,3
3547,662,2,2,0,0,2
3548,770,1,2,1,0,2
3549,675,0,3,0,0,4
3550,647,1,1,0,0,4
3551,604,0,1,0,0,1
3552,833,0,2,0,0,2
3553,741,2,1,0,0,2
3554,658,2,2,1,0,2
3555,528,0,1,1,0,2
3556,590,0,1,0,0,4
3557,675,0,2,1,0,2
3558,765,0,1,0,0,3
3559,650,0,1,0,0,4
3560,817,0,1,0,0,3
3561,699,1,2,0,0,1
3562,495,1,1,1,0,2
3563,491,2,2,1,0,4
3564,847,0,1,0,0,4
3565,676,2,2,1,0,1
3566,746,2,1,0,0,1
3567,470,2,2,0,0,1
3568,714,2,2,1,0,1
3569,695,0,1,0,0,3
3570,674,0,1,0,0,3
3571,664,1,2,0,0,2
3572,697,1,2,1,0,1
3573,670,0,2,1,0,4
3574,541,0,1,1,0,1
3575,640,0,1,1,0,4
3576,647,0,2,1,0,1
3577,757,0,2,0,0,1
3578,704,1,1,0,0,2
3579,778,1,2,0,0,1
3580,639,1,1,0,0,3
3581,637,0,2,0,0,2
3582,686,0,1,0,0,2
3583,577,2,1,0,0,3
3584,506,1,1,1,0,1
3585,757,0,2,1,0,1
3586,826,0,1,0,0,4
3587,721,0,2,0,0,3
3588,489,2,1,0,0,2
3589,446,0,1,0,0,4
3590,677,0,1,1,0,2
3591,769,0,2,0,0,1
3592,677,2,1,1,0,4
3593,555,1,1,1,0,4
3594,652,1,1,0,0,2
3595,722,1,1,1,0,1
3596,643,0,1,0,0,2
3597,796,1,1,0,0,2
3598,720,1,1,0,0,2
3599,613,0,2,0,0,3
3600,506,0,2,1,0,4
3601,608,0,1,0,0,3
3602,667,2,1,1,0,4
3603,750,0,2,0,0,3
3604,610,0,1,0,0,2
3605,588,1,1,0,0,2
3606,479,0,2,1,0,1
3607,682,0,2,1,0,2
3608,677,0,1,0,0,2
3609,850,1,1,0,0,2
3610,580,0,1,0,0,4
3611,746,0,2,1,0,1
3612,635,2,2,0,0,2
3613,664,1,2,1,0,1
3614,558,1,2,1,0,2
3615,415,0,3,0,0,3
3616,798,0,1,0,0,4
3617,792,1,1,0,0,1
3618,489,1,1,0,0,3
3619,730,0,2,0,0,2
3620,773,0,2,1,0,3
3621,711,0,1,1,0,2
3622,592,2,2,1,0,4
3623,695,1,1,0,0,1
3624,640,0,1,1,0,2
3625,470,2,2,1,0,1
3626,789,1,1,1,0,2
3627,604,2,1,1,0,2
3628,493,1,1,0,0,2
3629,671,0,2,0,0,3
3630,656,0,2,0,0,3
3631,739,2,1,0,0,1
3632,560,2,1,0,0,1
3633,827,1,2,0,0,3
3634,681,0,1,0,0,1
3635,740,0,2,1,0,2
3636,663,2,2,1,0,1
3637,845,2,1,0,0,4
3638,555,2,2,0,0,1
3639,680,1,1,0,0,3
3640,638,1,2,1,0,2
3641,640,2,1,1,0,4
3642,778,0,2,1,0,3
3643,679,0,1,0,0,3
3644,593,0,2,1,0,1
3645,788,0,1,1,0,4
3646,770,0,1,0,0,4
3647,729,0,1,1,0,4
3648,545,0,1,1,0,3
3649,597,0,1,1,0,3
3650,537,0,2,0,0,2
3651,732,0,1,1,0,4
3652,542,0,1,0,0,2
3653,688,1,1,1,0,3
3654,542,1,2,0,0,2
3655,754,1,2,1,0,2
3656,750,0,1,1,0,2
3657,731,0,2,1,0,1
3658,699,0,1,0,0,3
3659,534,0,1,1,0,3
3660,494,2,2,0,0,1
3661,497,1,2,1,0,2
3662,632,0,1,1,0,1
3663,724,0,1,0,0,1
3664,751,1,1,1,0,2
3665,733,0,1,1,0,3
3666,701,2,2,1,0,1
3667,525,1,2,0,0,2
3668,666,1,1,0,0,3
3669,653,0,2,1,0,1
3670,850,0,2,1,0,1
3671,646,1,2,1,0,4
3672,750,0,1,1,0,3
3673,764,0,1,0,0,1
3674,658,0,2,0,0,1
3675,727,0,1,1,0,1
3676,687,0,2,1,0,1
3677,631,2,2,1,0,2
3678,797,0,1,1,0,1
3679,650,2,2,1,0,1
3680,850,2,1,1,0,1
3681,676,0,1,0,0,2
3682,620,2,2,1,0,3
3683,576,0,2,0,0,4
3684,482,0,1,1,0,2
3685,695,2,2,0,0,2
3686,706,0,2,0,0,1
3687,668,0,2,1,0,1
3688,679,1,1,1,0,2
3689,703,0,2,0,0,3
3690,670,2,1,1,0,4
3691,590,0,1,1,0,4
3692,613,2,2,1,0,2
3693,742,0,1,1,0,4
3694,608,0,1,0,0,2
3695,571,0,1,1,0,2
3696,595,0,1,0,0,2
3697,745,1,1,0,0,3
3698,589,0,2,1,0,1
3699,749,0,2,1,0,2
3700,678,0,2,1,0,1
3701,603,0,2,1,0,3
3702,504,0,1,1,0,4
3703,739,1,3,1,0,2
3704,604,0,2,0,0,2
3705,612,0,1,1,0,2
3706,629,2,2,0,0,3
3707,652,2,2,0,0,3
3708,565,0,1,0,0,2
3709,707,0,1,0,0,3
3710,645,0,1,1,0,1
3711,762,1,1,1,0,2
3712,639,2,1,0,0,2
3713,709,1,1,0,0,1
3714,823,0,1,0,0,2
3715,817,1,1,1,0,3
3716,665,1,1,0,0,1
3717,646,1,1,0,0,2
3718,568,0,2,1,0,1
3719,850,0,1,0,0,4
3720,473,1,2,0,0,2
3721,731,0,1,1,0,3
3722,619,0,1,0,0,1
3723,715,1,2,1,0,3
3724,772,1,1,1,0,4
3725,686,0,2,0,0,1
3726,749,1,3,0,0,1
3727,781,0,1,1,0,1
3728,675,2,2,1,0,4
3729,730,2,2,0,0,1
3730,683,2,1,0,0,2
3731,554,1,1,1,0,4
3732,722,0,1,1,0,3
3733,689,1,1,1,0,4
3734,796,1,2,1,0,2
3735,447,0,1,1,0,1
3736,498,1,2,1,0,2
3737,663,2,1,1,0,1
3738,498,1,2,1,0,3
3739,627,0,1,0,0,1
3740,649,0,2,1,0,3
3741,738,1,1,0,0,1
3742,587,1,2,0,0,2
3743,655,1,1,0,0,1
3744,647,1,1,1,0,2
3745,776,1,2,1,0,2
3746,688,1,1,0,0,2
3747,605,0,2,1,0,1
3748,596,0,1,1,0,2
3749,427,0,1,1,0,2
3750,629,0,2,0,0,2
3751,496,2,2,0,0,1
3752,717,2,1,1,0,2
3753,777,0,2,1,0,1
3754,535,2,1,1,0,2
3755,744,0,1,0,0,1
3756,755,0,2,1,0,1
3757,593,2,1,0,0,3
3758,514,0,1,0,0,2
3759,721,0,1,1,0,2
3760,835,2,1,0,0,2
3761,682,0,1,1,0,4
3762,590,1,2,0,0,2
3763,653,1,2,0,0,2
3764,837,0,1,1,0,3
3765,841,0,1,0,0,1
3766,584,2,2,0,0,2
3767,769,0,1,0,0,1
3768,599,2,1,0,0,2
3769,698,0,2,0,0,3
3770,477,0,1,1,0,1
3771,477,1,2,1,0,2
3772,745,2,1,1,0,2
3773,749,0,3,1,0,2
3774,850,0,1,0,0,4
3775,528,1,2,1,0,1
3776,750,0,1,0,0,2
3777,543,0,1,1,0,1
3778,579,2,1,1,0,4
3779,624,0,2,0,0,2
3780,595,1,2,0,0,3
3781,596,1,1,0,0,1
3782,431,1,1,0,0,3
3783,647,2,1,1,0,1
3784,640,0,1,0,0,1
3785,752,1,2,1,0,3
3786,710,1,2,0,0,3
3787,638,1,1,1,0,1
3788,660,1,2,0,0,1
3789,609,2,1,1,0,3
3790,596,2,1,1,0,4
3791,705,0,1,0,0,2
3792,444,0,2,1,0,2
3793,727,1,1,0,0,4
3794,496,0,1,0,0,1
3795,554,0,2,1,0,1
3796,537,0,1,0,0,1
3797,839,0,1,1,0,4
3798,700,2,2,0,0,3
3799,458,2,1,0,0,2
3800,850,0,2,1,0,1
3801,699,2,1,0,0,1
3802,615,1,2,1,0,3
3803,850,1,1,0,0,4
3804,604,0,2,0,0,2
3805,668,2,1,0,0,2
3806,594,2,2,0,0,2
3807,470,0,1,1,0,1
3808,701,1,1,1,0,3
3809,664,2,1,1,0,2
3810,477,0,1,0,0,1
3811,756,0,2,0,0,3
3812,625,0,1,1,0,2
3813,703,2,1,1,0,4
3814,646,0,2,0,0,1
3815,650,0,1,0,0,2
3816,664,0,2,1,0,1
3817,682,1,1,0,0,1
3818,725,0,1,1,0,3
3819,553,1,1,0,0,3
3820,576,0,1,0,0,2
3821,608,2,2,1,0,4
3822,850,0,1,0,0,2
3823,627,0,1,0,0,1
3824,667,0,1,0,0,3
3825,548,2,1,0,0,3
3826,774,0,1,1,0,4
3827,794,1,1,0,0,4
3828,497,1,1,1,0,4
3829,587,0,1,0,0,2
3830,850,0,2,1,0,1
3831,722,0,2,0,0,3
3832,555,2,2,0,0,2
3833,609,1,2,1,0,2
3834,734,2,2,0,0,2
3835,718,1,2,1,0,2
3836,645,2,3,1,0,3
3837,598,2,2,0,0,1
3838,628,1,1,1,0,3
3839,629,1,2,1,0,2
3840,739,1,1,1,0,4
3841,653,0,4,1,0,4
3842,711,0,2,1,0,1
3843,783,2,3,1,0,2
3844,681,0,1,0,0,2
3845,712,0,1,0,0,2
3846,554,0,2,1,0,3
3847,611,0,2,0,0,2
3848,560,1,1,0,0,3
3849,646,2,2,0,0,1
3850,680,0,1,0,0,2
3851,631,0,1,1,0,1
3852,746,0,1,1,0,2
3853,654,1,2,1,0,3
3854,687,1,2,0,0,2
3855,708,1,2,1,0,1
3856,679,1,1,0,0,1
3857,636,0,1,1,0,3
3858,695,0,1,1,0,3
3859,677,0,1,0,0,3
3860,720,0,1,1,0,2
3861,780,0,2,0,0,2
3862,653,2,2,0,0,2
3863,674,0,1,0,0,1
3864,620,1,2,0,0,2
3865,623,0,2,1,0,2
3866,547,0,1,1,0,1
3867,530,0,2,0,0,2
3868,746,0,1,1,0,2
3869,512,0,2,0,0,1
3870,630,0,2,1,0,2
3871,570,2,1,1,0,1
3872,605,0,1,0,0,2
3873,530,2,2,1,0,2
3874,813,1,1,1,0,1
3875,704,2,1,1,0,2
3876,565,1,2,1,0,1
3877,645,2,1,1,0,3
3878,526,1,2,1,0,1
3879,778,0,2,0,0,2
3880,677,0,2,1,0,4
3881,588,0,1,1,0,4
3882,488,0,2,1,0,1
3883,519,0,1,1,0,2
3884,709,0,2,1,0,1
3885,642,1,2,0,0,4
3886,710,1,2,1,0,2
3887,653,0,2,0,0,3
3888,743,0,2,1,0,4
3889,418,0,2,0,0,2
3890,670,1,2,1,0,2
3891,723,1,1,0,0,1
3892,549,1,1,1,0,3
3893,543,0,2,0,0,3
3894,595,2,1,0,0,2
3895,673,1,2,1,0,1
3896,741,0,2,1,0,1
3897,508,1,2,0,0,3
3898,662,1,1,0,0,4
3899,752,0,1,0,0,2
3900,809,0,2,1,0,2
3901,575,2,2,1,0,1
3902,591,2,1,1,0,2
3903,643,2,2,0,0,3
3904,698,1,2,1,0,4
3905,496,0,2,0,0,1
3906,597,0,2,1,0,3
3907,603,1,2,1,0,3
3908,655,2,1,1,0,2
3909,431,0,1,1,0,4
3910,620,0,2,0,0,4
3911,782,0,1,1,0,2
3912,581,2,2,0,0,3
3913,553,1,1,0,0,4
3914,658,0,1,1,0,3
3915,686,1,1,1,0,3
3916,539,2,3,1,0,2
3917,685,0,2,1,0,3
3918,850,0,2,0,0,1
3919,763,2,2,0,0,2
3920,634,1,1,0,0,3
3921,567,0,2,0,0,4
3922,539,0,2,0,0,2
3923,764,0,2,0,0,3
3924,653,0,2,0,0,2
3925,566,2,2,0,0,3
3926,714,1,1,1,0,1
